AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,eyeDetection
4318.674384857629,4035.267362613193,4251.327527818938,4131.997329983747,4326.2786063328585,4590.09339123338,4049.7254318510522,4592.332836116325,4179.113358530623,4210.492643983305,4174.463063244239,4260.611218251366,4585.517587893837,4368.071212854832,1.0
4319.7055839742725,4037.8381373477805,4251.44142280414,4134.365157673042,4327.678398739535,4590.359387453062,4048.4789813642346,4591.4641227946595,4178.615619262883,4210.38164529122,4174.529662755099,4259.875086135746,4585.473324472494,4367.945468578327,1.0
4320.169682624133,4038.8775023957487,4251.940888988063,4136.078529083353,4328.616002391432,4590.477950633572,4047.4873973997037,4590.554372905217,4178.005419802861,4210.010908368613,4174.431651062035,4259.340753854723,4585.217232140592,4367.57899591164,1.0
4320.11160406089,4038.484436336762,4252.822697676564,4137.129978483524,4329.0795085891095,4590.420976949538,4046.7807015235126,4589.605335990937,4177.2516445355905,4209.356341700925,4174.175669728139,4259.055640470881,4584.77496087267,4367.019792179017,1.0
4319.595116899829,4036.873638626786,4254.030300450684,4137.558190149888,4329.103011989834,4590.1818793081975,4046.3615503688848,4588.624214300999,4176.347648899868,4208.423247352111,4173.793481538699,4259.0430239931475,4584.1937133499605,4366.320792548897,1.0
4318.69296152825,4034.3444568423497,4255.461044197406,4137.440484068565,4328.76047425942,4589.7755691543225,4046.207457585576,4587.625165799167,4175.313872340294,4207.247369364006,4173.338560156847,4259.299351245205,4583.536364943167,4365.534146410645,1.0
4317.479123878707,4031.242761660289,4256.97987198307,4136.882712325613,4328.155418835159,4589.235984600004,4046.275955902576,4586.629381352344,4174.196102780208,4205.891987714914,4172.879663644708,4259.794717547445,4582.873782974579,4364.706936487374,1.0
4316.0239808262395,4027.920587357813,4258.437411561073,4136.007586435825,4327.407650044696,4588.611461740288,4046.5118103301747,4585.663594009416,4173.0595002360715,4204.4410936692775,4172.491908513809,4260.476310257121,4582.2758877056685,4363.87841122448,1.0
4314.392328257312,4024.6983003493187,4259.689697613376,4134.942460777572,4326.638537819227,4587.95850828998,4046.855136403299,4584.757178716721,4171.979205773331,4202.989303329496,4172.246250388774,4261.274228073917,4581.802220223348,4363.078499436815,1.0
4312.643684444571,4021.8334315487446,4260.6165647350745,4133.807543985916,4325.956590144569,4587.3347501600765,4047.249215022289,4583.938297618356,4171.028977375499,4201.629752917368,4172.1986068618435,4262.108826288217,4581.492993763201,4362.327210362533,1.0
4310.8338493104,4019.499234007205,4261.136012340709,4132.705420187818,4325.445019974181,4586.791949369485,4047.6469266578174,4583.2297753939765,4170.269687975735,4200.441657481468,4172.380059460314,4262.898620026541,4581.361743624041,4361.634505964851,1.0
4309.016557419505,4017.774673811188,4261.212528173282,4131.712647502107,4325.152793571511,4586.370009230271,4048.0150191144176,4582.645497554225,4169.739610907344,4199.479408367947,4172.789588460977,4263.567800488175,4581.390695566323,4361.000343233401,1.0
4307.244195345426,4016.6461157556773,4260.858344482371,4130.8740635600425,4325.090239517885,4586.092776046029,4048.3358173153906,4582.1880823865295,4169.448176652243,4198.764977518391,4173.390596083749,4264.052560624184,4581.529800500652,4360.414773149868,1.0
4305.566914760171,4016.019603788645,4260.127725175466,4130.20025969134,4325.2297430783965,4585.966219142076,4048.606410709806,4581.848385273075,4169.374345239974,4198.284985173971,4174.112065104953,4264.305652036452,4581.700023952566,4359.858187612323,1.0
4304.029972136818,4015.741508571734,4259.1054611662275,4129.668476575665,4325.511412410488,4585.979246390116,4048.8357438616977,4581.607084341378,4169.469989675947,4197.993124616995,4174.854623476538,4264.298864992616,4581.800961443999,4359.3019656699435,1.0
4302.669653120593,4015.6245268463144,4257.8916152639495,4129.226918353371,4325.852960125343,4586.107032738278,4049.0403297352327,4581.438225182076,4169.66785528165,4197.817823858653,4175.501116000331,4264.023400730464,4581.72224233214,4358.709840684317,1.0
4301.508583219524,4015.475626930376,4256.585076858838,4128.802183986563,4326.162481241031,4586.3163603436515,4049.2394637653765,4581.314238722105,4169.892891327941,4197.674190857701,4175.930617458883,4263.48835706577,4581.357578312947,4358.040268996789,1.0
4300.551496164334,4015.1225507275426,4255.268588116247,4128.309193683916,4326.35240662158,4586.572151241725,4049.45082424124,4581.211658069257,4170.075177519751,4197.478574232066,4176.034259334778,4262.717748893157,4580.619811843259,4357.249933543209,1.0
4299.782573452674,4014.435871572267,4253.997582728673,4127.66267936009,4326.35273203485,4586.844171719883,4049.6872087333318,4581.116600507244,4170.162386425566,4197.163596272017,4175.730874653457,4261.746616170546,4579.455017211531,4356.298291964629,1.0
4299.165274557183,4013.344301210769,4252.79449717727,4126.789057261351,4326.12170091502,4587.1128400261405,4049.9549055666275,4581.029078612817,4170.129779202346,4196.691361413693,4174.98035686654,4260.616823154151,4577.853667971723,4355.152824645288,1.0
4298.64518314065,4011.8418456725863,4251.649289691475,4125.637356700608,4325.652451802373,4587.37318976336,4050.2538769514586,4580.965359278598,4169.98611186233,4196.062740726707,4173.792806972165,4259.373122463996,4575.857133541255,4353.794407866014,1.0
4298.155873209798,4009.986421503918,4250.525885975412,4124.187882482301,4324.974689391315,4587.636316228701,4050.5795880987594,4580.957872817594,4169.774463610274,4195.321154435572,4172.231995254154,4258.05995368864,4573.558284122855,4352.2220821490855,1.0
4297.627245962685,4007.890548987078,4249.37332631013,4122.457463742397,4324.151127741965,4587.928021300381,4050.9260079501223,4581.052536401281,4169.567777540618,4194.550042426605,4170.41233788379,4256.719285323014,4571.095703530038,4350.456444753327,1.0
4296.995303912215,4005.7056309809395,4248.139663238119,4120.500487203695,4323.269188809069,4588.284813258965,4051.2890806286664,4581.303735869613,4169.459698056642,4193.864112823386,4168.489399879182,4255.389614866943,4568.641838205636,4348.540987270029,1.0
4296.2120018550095,4003.602012836316,4246.786260890402,4118.405398360651,4322.4291135117855,4588.747840294103,4051.669859869976,4581.767547270318,4169.551973968927,4193.39535903469,4166.644779547256,4254.106043103663,4566.386233799582,4346.5409196240425,1.0
4295.253704571058,4001.7474311495384,4245.30012832998,4116.286922987855,4321.730157916766,4589.355671912491,4052.0765326059554,4582.4940257787275,4169.940172048556,4193.275606723946,4165.066993656693,4252.901163156124,4564.515712521939,4344.539341755339,1.0
4294.126910691798,4000.286556850437,4243.702269267029,4114.2748363491755,4321.256827785783,4590.137036721487,4052.5247332682256,4583.5195155640395,4170.699653791215,4193.617885430662,4163.930563102943,4251.806376810502,4563.19382405791,4342.630995224196,1.0
4292.870251253968,3999.324114730202,4242.050679451895,4112.5006018897175,4321.067108364834,4591.104647075378,4053.035845842494,4584.8599325114255,4171.8736956196335,4194.499141727681,4163.375813191396,4250.85318603499,4562.542087605709,4340.914188450824,1.0
4291.552282957583,3998.913545466934,4240.437456671974,4111.083532870597,4321.184370174127,4592.2510879181045,4053.6333638811175,4586.505855508125,4173.465310584984,4195.946691984669,4163.49190119324,4250.074013414165,4562.625398798327,4339.481779582061,1.0
4290.265186540688,3999.05242926166,4238.980369251776,4110.118236565493,4321.594113025683,4593.547443991926,4054.337770859732,4588.420058536892,4175.433821817875,4197.930368875086,4164.305257001206,4249.502178810958,4563.443513096195,4338.412268666933,1.0
4289.115055549888,3999.68500217826,4237.810021408833,4109.664950931919,4322.246021679769,4594.944934931737,4055.1607473126023,4590.537858496422,4177.696626584989,4200.361604552267,4165.7750034819965,4249.170790498129,4564.929790420451,4337.762064756358,1.0
4288.209931759863,4000.7111763350226,4237.054345818367,4109.7439887863775,4323.061044532946,4596.379385143355,4056.099741946977,4592.770374103014,4180.135959080445,4203.099806321413,4167.796083783101,4249.110481024354,4566.957485373975,4337.5598491482215,1.0
4287.647043300433,4002.0006398802725,4236.822473676693,4110.334917941792,4323.942480351278,4597.777942710012,4057.134009626696,4595.010513853793,4182.609883545755,4205.965430911494,4170.20986681954,4249.34611128983,4569.352910356302,4337.803676616652,1.0
4287.500794308261,4003.4099724167,4237.190056855404,4111.380417508437,4324.789472987631,4599.067140315497,4058.2230917500588,4597.1412516878,4184.966282381933,4208.758272890498,4172.821051661502,4249.892758893458,4571.913913040232,4338.461089286229,1.0
4287.812940023753,4004.800355344779,4238.18786837269,4112.794073089184,4325.510957811475,4600.181206792974,4059.308397497131,4599.045517574921,4187.058282640872,4211.278767937173,4175.418872583707,4250.75147647558,4574.431416741696,4339.472125195967,1.0
4288.586090407868,4006.053438960003,4239.795046483399,4114.470822137376,4326.03803262541,4601.069513545315,4060.318075282282,4600.6168360508245,4188.7594086334975,4213.349670668774,4177.800032771448,4251.905431008974,4576.711371087957,4340.754751355655,1.0
4289.781273728826,4007.0832584730947,4241.937756801448,4116.298431401705,4326.332955986849,4601.702174147515,4061.1748113373365,4601.769702604474,4189.976766990105,4214.8353669551425,4179.790551634994,4253.317096453874,4578.594412813946,4342.211995877755,1.0
4291.319825143479,4007.8427284970494,4244.493414480915,4118.168338584944,4326.393478243964,4602.073083320089,4061.8056474924324,4602.448616869193,4190.660763501799,4215.656348543202,4181.263842119517,4254.927154292131,4579.970856734252,4343.739931861491,1.0
4293.089407314617,4008.3241003923713,4247.300013706446,4119.984425937374,4326.251913854652,4602.200040599502,4062.152471144191,4602.634718741411,4190.8102092104145,4215.796991524911,4182.152832745624,4256.655649091185,4580.789286910127,4345.235685556232,1.0
4294.953569863515,4008.5537107944397,4250.169613412398,4121.668765851525,4325.969162623638,4602.122001176533,4062.181584926344,4602.349122613335,4190.472173454849,4215.305667332692,4182.454752299678,4258.405746850804,4581.057909543712,4346.6047817039935,1.0
4296.763941180555,4008.582233287381,4252.904660095566,4123.163992932804,4325.6246585320705,4601.8938756208645,4061.8907714099532,4601.652327273003,4189.73654183515,4214.287257500855,4182.228191717634,4260.07015977049,4580.838833712155,4347.767353829938,1.0
4298.373929250968,4008.4723221418635,4255.3156015032555,4124.432591317473,4325.303844501697,4601.579610662482,4061.3125469504675,4600.639484096997,4188.725873862249,4212.889191104522,4181.583101501928,4261.539951903799,4580.236412629448,4348.662977002976,1.0
4299.6526834404885,4008.285890201155,4257.238153470156,4125.45391552942,4325.08513761923,4601.244485395893,4060.5128176811045,4599.431795960186,4187.581747447402,4211.283015704113,4180.66531538066,4262.71505975879,4579.381556706032,4349.254067294346,1.0
4300.498027903784,4008.073228009783,4258.548614056964,4126.220086735375,4325.028399704424,4600.947627816438,4059.5848328861066,4598.1648302224385,4186.449237971389,4209.644104438426,4179.637868048609,4263.515498135121,4578.414397411156,4349.527895069426,1.0
4300.847114885207,4007.865751570048,4259.175763426196,4126.731967309108,4325.16665258555,4600.7356906200885,4058.639066063387,4596.974981509385,4185.461431136023,4208.132293284018,4178.661694003015,4263.891932845494,4577.467765405028,4349.497266120168,1.0
4300.683666891915,4007.6734354990936,4259.108138545629,4126.996214661325,4325.502221781592,4600.6384364142405,4057.790317003171,4595.9856332234685,4184.725861320532,4206.875998650919,4177.878213751012,4263.8341499848075,4576.653640808722,4349.199855415455,1.0
4300.040892129119,4007.487079584003,4258.39582607848,4127.024005227693,4326.007751172691,4600.666700817268,4057.14380279348,4595.294676633611,4184.314491638278,4205.961727152172,4177.395860197797,4263.375989440593,4576.054099788989,4348.696079631983,1.0
4298.999479735895,4007.284637711404,4257.146369088015,4126.831499048032,4326.631732044768,4600.812868946669,4056.782205841905,4594.964920012607,4184.258344817412,4205.42996795898,4177.281863043118,4262.595570688661,4575.717440171543,4348.065326973272,1.0
4297.680512648166,4007.040080502211,4255.514917108099,4126.441603554399,4327.307469890377,4601.053663639516,4056.7555336529545,4595.018564589722,4184.5472325637365,4205.277416232486,4177.559730108311,4261.610121400437,4575.6592758975785,4347.4003825749005,1.0
4296.233659346803,4006.7328091211016,4253.689331301294,4125.886206687185,4327.963893724056,4601.354748317814,4057.07523370824,4595.436386803481,4185.134319475224,4205.464497193003,4178.211999017678,4260.56538456469,4575.8676082073725,4346.800030377377,1.0
4294.82157890339,4006.355573058114,4251.871534253971,4125.207870180939,4328.536380202687,4601.676431946467,4057.713365025307,4596.161628770224,4185.944608450448,4205.926413868497,4179.18712748411,4259.620349360143,4576.31034740159,4346.360079267487,1.0
4293.602028926541,4005.919180459738,4250.256899081149,4124.460042926307,4328.975850579919,4601.979653503064,4058.606863522781,4597.107962045575,4186.885948776666,4206.585550470677,4180.408954525991,4258.928816042853,4576.94355772388,4346.163415516592,1.0
4292.709617595158,4005.4529599824796,4249.013829485929,4123.7051561611115,4329.254776569777,4602.23142848571,4059.6661794523966,4598.170356471254,4187.860917530051,4207.363081213372,4181.7870497200665,4258.619941777701,4577.718845932196,4346.270054120523,1.0
4292.239399106749,4005.000807263171,4248.265821192394,4123.0104304598335,4329.369323675019,4602.409053685666,4060.786937563001,4599.237341973523,4188.777940355321,4208.188036106003,4183.226459506584,4258.780304072155,4578.588757729407,4346.708457155556,1.0
4292.2345004348,4004.6135559533936,4248.078165065042,4122.441756479478,4329.337553576947,4602.5025679619475,4061.8628750497132,4600.203049151488,4189.560284037313,4209.002763538651,4184.635785835469,4259.440069456149,4579.509673709956,4347.469515613844,1.0
4292.679642320397,4004.3391748737595,4248.451034694837,4122.056490672702,4329.1942735500115,4602.515224980676,4062.798206912099,4600.977563259271,4190.152012633035,4209.764555453644,4185.93307890231,4260.565521046665,4580.442362608554,4348.504481646489,1.0
4293.501782102818,4004.212759070719,4249.3200187875,4121.896328311396,4328.983644490998,4602.462012404688,4063.5177593494873,4601.494488985672,4190.52056120088,4210.443994571616,4187.049562760407,4262.059491506748,4581.350906884723,4349.727760995537,1.0
4294.5782183468355,4004.2483607331246,4250.564277806746,4121.981507342899,4328.750956466907,4602.366514203106,4063.9736539058267,4601.715125206326,4190.656140887045,4211.0211875979485,4187.931623727291,4263.770241413766,4582.201045748119,4351.024854619131,1.0
4295.751467938309,4004.434379351783,4252.02153091321,4122.30743465495,4328.535014484994,4602.25662620168,4064.147931201286,4601.629191922852,4190.5686458927885,4211.481351002839,4188.541698410274,4265.508146627616,4582.959019647986,4352.264954210594,1.0
4296.849205816359,4004.733562094324,4253.508146458383,4122.844441421578,4328.3623606306965,4602.1597749325065,4064.051161932869,4601.252536322492,4190.28301134977,4211.81117069754,4188.858676759452,4267.068381052517,4583.591751650585,4353.316875241846,1.0
4297.706713447591,4005.087785542787,4254.84185877824,4123.540843196373,4328.244149252835,4602.09834125799,4063.717690107992,4600.622590882569,4189.834036447627,4211.996992441506,4188.878219471761,4268.256788043377,4584.068734799921,4354.066306101673,1.0
4298.1887705522895,4005.426871053362,4255.864192997329,4124.328910343366,4328.175977077635,4602.085948919727,4063.198592876068,4599.7925187106575,4189.261551243612,4212.025312568074,4188.613059852862,4268.915495996758,4584.365430368708,4354.431912952106,1.0
4298.207859517494,4005.6799081957274,4256.459637410548,4125.132859610985,4328.140448949504,4602.125150687164,4062.5536609670653,4598.8249576363405,4188.60652293594,4211.885371277039,4188.093026191472,4268.944679323933,4584.467462377624,4354.377782936085,1.0
4297.735979514934,4005.787076004589,4256.568991854447,4125.877655534414,4328.1118233821635,4602.206847690623,4061.8436852667433,4597.786102339969,4187.90835048783,4211.573060502124,4187.364289244754,4268.317253687025,4584.374551090206,4353.920066863892,1.0
4296.808250094299,4005.7098534141,4256.19510378754,4126.497320693106,4328.061797437444,4602.311535628112,4061.124103992952,4596.740607466181,4187.203274536696,4211.094981716649,4186.487289427994,4267.08419694873,4584.103053001592,4353.126469634096,1.0
4295.517699882058,4005.4378140236386,4255.4002766823105,4126.941606513045,4327.965390947929,4602.412215444577,4060.4406829563422,4595.747527494644,4186.523605902071,4210.471410817693,4185.532958956254,4265.36948897339,4583.686193869305,4352.108322281992,1.0
4294.001994160359,4004.990841591253,4254.295837840707,4127.180229907901,4327.80597255933,4602.47856898192,4059.827452375219,4594.857294321077,4185.897390658783,4209.737161113791,4184.5771961141245,4263.355173113877,4583.171549663452,4351.006175030944,1.0
4292.424127099052,4004.416450096007,4253.0254950346825,4127.204353193143,4327.578699281549,4602.481813932527,4059.306696674489,4594.109609565338,4185.34818118108,4208.939821001605,4183.693989988216,4261.258522323517,4582.6159406273055,4349.970959918051,1.0
4290.9500656655955,4003.782775887901,4251.74500669228,4127.025471462064,4327.291960220038,4602.39954382345,4058.890465838938,4593.5321026671945,4184.894731613022,4208.13546033472,4182.948019579652,4259.304499531696,4582.078511007575,4349.14357287531,1.0
4289.7268056917,4003.1685567050145,4250.601189500574,4126.672271790054,4326.966758593521,4602.219845185252,4058.5828999537903,4593.139655761661,4184.550620097588,4207.382498802676,4182.387842815557,4257.697429555284,4581.613223638623,4348.636055665463,1.0
4288.864193376279,4002.6518839282335,4249.7133072823135,4126.186266824215,4326.6342739992915,4601.944070832502,4058.3826507589606,4592.934380744513,4184.323952394225,4206.734867410339,4182.040857598326,4256.595920184065,4581.262190038131,4348.517339719776,1.0
4288.423190058047,4002.299632464447,4249.159425482452,4125.617048048292,4326.332075261509,4601.587826814684,4058.2848287616716,4592.906306298441,4184.217371980929,4206.2357682901975,4181.911019723765,4256.094557990217,4581.0511305045375,4348.805772631566,1.0
4288.4121321747825,4002.1592341132496,4248.969459400948,4125.017865098916,4326.099581210284,4601.179978909029,4058.2821556751055,4593.034855429944,4184.228570004442,4205.913211958698,4181.979866062282,4256.214843614379,4580.987837661469,4349.469510929323,1.0
4288.791163571843,4002.2539335902065,4249.125541829401,4124.441971593151,4325.97339263346,4600.7597687190655,4058.3652949958187,4593.291149072972,4184.3513679315065,4205.778120855345,4182.210799986052,4256.906399278754,4581.063893623512,4350.434533594821,1.0
4289.483640481936,4002.581972387885,4249.569176651615,4123.939864427384,4325.983060838507,4600.372408117381,4058.522598926772,4593.641063694054,4184.577277212708,4205.825231400302,4182.555973920801,4258.057916420541,4581.259205456995,4351.598749672744,1.0
4290.392174871266,4003.119428571878,4250.2136231135255,4123.557265558673,4326.14774340398,4600.063750686931,4058.7396876293906,4594.048826346598,4184.897277660738,4206.036437391181,4182.964586511541,4259.515869288859,4581.5483295270915,4352.849669433718,1.0
4291.416285071239,4003.8258364129265,4250.959234178331,4123.333519318893,4326.474053381696,4599.874781780568,4058.999328521244,4594.480787601122,4185.303449924192,4206.385730798642,4183.391114322732,4261.1079289111985,4581.907183855879,4354.082556679767,1.0
4292.4684753036245,4004.6513194722206,4251.709156624324,4123.300039349654,4326.955256775955,4599.836698713546,4059.2819996696794,4594.908911426139,4185.790080001953,4206.844616806343,4183.80198877327,4262.667432825839,4582.318677942142,4355.215969089244,1.0
4293.485977598828,4005.543844161107,4252.382920943698,4123.478534983226,4327.57182895317,4599.967261145706,4059.56732358149,4595.313493149287,4186.353932499085,4207.386859509009,4184.179514945738,4264.055270734716,4582.776032553852,4356.202114186707,1.0
4294.4362708464705,4006.4553329463492,4252.925960257592,4123.878941353192,4328.293250958227,4600.268891482278,4059.8362931840165,4595.684677900344,4186.993546733614,4207.991642197723,4184.522354205514,4265.176108320343,4583.283060772927,4357.030397745494,1.0
4295.315673656824,4007.3457160084104,4253.313890250563,4124.497212461031,4329.080814849227,4600.728728742285,4060.0739438317214,4596.022499111458,4187.707610469875,4208.644635975855,4184.8425518697895,4265.986876673097,4583.851326745984,4357.72374604497,1.0
4296.141577042595,4008.1844663172105,4253.551307075916,4125.313347143542,4329.891116339974,4601.32053442852,4060.2719195488726,4596.33536846113,4188.49266703786,4209.336961798366,4185.159753139347,4266.496725341491,4584.494754991423,4358.328533998434,1.0
4296.940021678062,4008.9496647956453,4253.665756880978,4126.290149189573,4330.679849052983,4602.008069529131,4060.4302925390793,4596.637190539709,4189.340572504374,4210.06249395802,4185.493786117408,4266.758964734285,4585.2227998320695,4358.90004005082,1.0
4297.731147790472,4009.625096245355,4253.698256958678,4127.373241377477,4331.405486201288,4602.749357865975,4060.558052690106,4596.943506369591,4190.236209936966,4210.814293436035,4185.857099750343,4266.856705075395,4586.033601617623,4359.486104498346,1.0
4298.515430443674,4010.1962195976357,4253.692203966075,4128.492753349944,4332.032451864355,4603.501158264304,4060.6718878612737,4597.267249449872,4191.155971018149,4211.581117330622,4186.248574368798,4266.884766913967,4586.908602371423,4360.111980551295,1.0
4299.263512733992,4010.6460493378454,4253.682642932871,4129.56690584601,4332.533451256632,4604.223000189497,4060.7931936630976,4597.614793617452,4192.067429459249,4212.344908008332,4186.649975970316,4266.930883062552,4587.809870767849,4360.769201054605,1.0
4299.911895105358,4010.952014002715,4253.68770098144,4130.507458528883,4332.890746071983,4604.880283146412,4060.94362423948,4597.982964208987,4192.930467775723,4213.07994538811,4187.0258563243415,4267.059193422054,4588.680945131851,4361.410675634646,1.0
4300.365826579566,4011.0847269200895,4253.7035665862995,4131.226722644067,4333.096315324175,4605.44616484805,4061.1398487745137,4598.357569573366,4193.699902676828,4213.754001440561,4187.327100128194,4267.298580212133,4589.451426718434,4361.953282125787,1.0
4300.509613900607,4011.0093319123794,4253.703802983379,4131.645606035734,4333.15101169561,4605.902216910446,4061.388436552956,4598.713802669569,4194.329416799637,4214.331438144274,4187.4976953226815,4267.637587140815,4590.044941410941,4362.288064027626,1.0
4300.223379391832,4010.6897004356742,4253.643118268918,4131.701986797991,4333.0629782650385,4606.238055088856,4061.681894950133,4599.018590875139,4194.776382096557,4214.777811706965,4187.483756554404,4268.026638411872,4590.389529813235,4362.296954579703,1.0
4299.404218915966,4010.095293374831,4253.465065456989,4131.358616733325,4332.845698967763,4606.450307100483,4061.9967951770327,4599.234675155617,4195.006987698155,4215.065249455583,4187.243446173225,4268.3871698153725,4590.429099435229,4361.873879211333,1.0
4297.98888030404,4009.2100073333945,4253.112588989415,4130.609736082325,4332.516092565988,4606.541336477402,4062.294640417462,4599.325920634798,4195.000990004899,4215.177695007539,4186.756261086303,4268.6262539015,4590.134328988745,4360.947284346287,1.0
4295.974611208972,4008.0418600230746,4252.539926255994,4129.485627776081,4332.09301187251,4606.518091693957,4062.5256972743937,4599.263140455658,4194.755400558988,4215.115092628101,4186.030200771435,4268.654478538471,4589.511377898356,4359.500712166349,1.0
4293.434784910571,4006.6320007718446,4251.72415063736,4128.054443460322,4331.596383212049,4606.391316587868,4062.635492776507,4599.029586909058,4194.286519105013,4214.8957007533145,4185.105583628323,4268.404328166871,4588.606924761819,4357.588056180832,1.0
4290.526329010008,4005.0613330806027,4250.674626122865,4126.420791017354,4331.047040145303,4606.175180067272,4062.5731644930643,4598.6252494133405,4193.629892881002,4214.555966005165,4184.054693889482,4267.846185922677,4587.508418904309,4355.340610706599,1.0
4287.48683175423,4003.4530724775063,4249.438836402319,4124.720787571422,4330.467109443473,4605.887207906081,4062.3004345705604,4598.069204912116,4192.8380160555835,4214.147717204516,4182.976963587367,4266.999343140246,4586.338947196171,4352.963935169895,1.0
4284.6204093000215,4001.9698782617834,4248.103440756952,4123.113559379244,4329.880641570342,4605.548271315753,4061.799742113664,4597.39948425908,4191.975847003418,4213.732810148097,4181.989961628714,4265.936042868847,4585.246749412517,4350.723804268434,1.0
4282.272860103351,4000.8047972564286,4246.789963839715,4121.7695117265985,4329.314083582428,4605.182336457821,4061.080067690657,4596.670225253248,4191.114485963887,4213.375721400957,4181.217012714902,4264.777521196134,4584.390102801916,4348.921970092832,1.0
4280.798142072215,4000.166095689477,4245.645194726545,4120.856084200457,4328.796195955234,4604.81571656806,4060.1792360729896,4595.946243779171,4190.323593535809,4213.134907660107,4180.772743935012,4263.68212860573,4583.918970830056,4347.863944568466,1.0
4280.5195869092095,4000.2570311867084,4244.827080287494,4120.522113607071,4328.357121182078,4604.475683107674,4059.161962737905,4595.2955247094715,4189.663317218509,4213.0539764227515,4180.748203501454,4262.826767834788,4583.955391879261,4347.822319175435,1.0
4281.690309304067,4001.2525829161486,4244.4875609901,4120.882289321199,4328.026501787556,4604.188456106326,4058.113549653575,4594.780465629774,4189.176609440266,4213.153822816068,4181.197370023981,4262.38391604478,4584.574985055927,4349.000074265703,1.0
4284.457792684607,4003.275940188047,4244.754319538405,4122.00342893239,4327.830778721532,4603.9767682365955,4057.1298388932573,4594.448952769751,4188.8828521898795,4213.426857689419,4182.126840050189,4262.497256130115,4585.792091049236,4351.498723667044,1.0
4288.837508086867,4006.3779793865733,4245.713707855438,4123.894349651824,4327.79002599199,4603.857342389184,4056.30468535543,4594.326471371289,4188.773642265347,4213.834279137814,4183.490231914445,4263.259302582174,4587.550884576182,4355.295884094488,1.0
4294.699601899504,4010.5229086729532,4247.397122971785,4126.5009058533615,4327.914841725301,4603.838705675387,4055.7167014521647,4594.410426730201,4188.811435466266,4214.30703519752,4185.188383671769,4264.694299165462,4589.724265731719,4360.235932356725,1.0
4301.771229216446,4015.582677167488,4249.772792240286,4129.707286570226,4328.203879540604,4603.91976400886,4055.417267080201,4594.667668645758,4188.93150312776,4214.750717242314,4187.075787480939,4266.749081041926,4592.121485214301,4366.035896841374,1.0
4309.65517786492,4021.3416746506023,4252.744324497955,4133.343951883527,4328.6425487146535,4604.089477284849,4055.4217339429238,4595.035880917368,4189.047333508958,4215.054153633609,4188.972955590939,4269.293595794093,4594.504365269852,4372.3068033626505,1.0
4317.863281671758,4027.5118329033303,4256.1565557152,4137.201721459785,4329.203244637753,4604.327818895447,4055.70537750665,4595.429047468802,4189.059235675225,4215.100994116091,4190.683641485546,4272.131494434898,4596.610780890204,4378.588619019077,1.0
4325.86107447987,4033.7567042825144,4259.8082748334955,4141.050643240631,4329.847224358785,4604.6080019620695,4056.2050057543356,4595.746683552283,4188.8655058038885,4214.783145262098,4192.015145982211,4275.019812425169,4598.182939112628,4384.395014122594,1.0
4333.118509059425,4039.7217015550773,4263.4704919689375,4144.661517639247,4330.527964429125,4604.89974392396,4056.8263102047513,4595.885984431335,4188.375135469726,4214.014592701327,4192.799425325223,4277.695462872275,4598.9971239346605,4389.2626893138,1.0
4339.160627407056,4045.0666897652313,4266.908144656875,4147.827475619686,4331.195584735714,4605.173158581367,4057.4561636809094,4595.755564495811,4187.520726022674,4212.743975637306,4192.912474167569,4279.905253058566,4598.891123340627,4392.799234531678,1.0
4343.61199035248,4049.496718138583,4269.902647155079,4150.38291106802,4331.8017418585405,4605.402742887254,4057.978268710012,4595.289108748224,4186.270073790865,4210.964297521027,4192.2895367484825,4281.435566902808,4597.785630301909,4394.723540802362,1.0
4346.229489372228,4052.7869565063884,4272.272552855705,4152.2173885706325,4332.304322362791,4605.570886426351,4058.2899716192014,4594.457100708539,4184.634855530268,4208.71837819625,4190.93411634778,4282.1378224214395,4595.69653764115,4394.8936896749365,1.0
4346.919761044021,4054.7988207830426,4273.889847322944,4153.28285143616,4332.671312177943,4605.670382081469,4058.317783723843,4593.2748725310985,4182.6750080277625,4206.099068155891,4188.919467823035,4281.9463286408245,4592.736162154995,4393.3188796973955,1.0
4345.739563727924,4055.485679316301,4274.689987309244,4153.593434026765,4332.883371330032,4605.705549512936,4058.0292496158286,4591.805561904135,4180.49777330551,4203.243819995244,4186.3821841477975,4280.8861626947,4589.102886152357,4390.154078732691,1.0
4342.87982499923,4054.888177448561,4274.674662201755,4153.218275889928,4332.934872004066,4605.691778618407,4057.4392728974035,4590.157136023085,4178.25095338003,4200.323886046883,4183.508501115571,4279.070024419539,4585.060282016922,4385.678399177459,1.0
4338.636259905696,4053.120806326349,4273.9072493972735,4152.268756755665,4332.8334168479905,4605.653528897874,4056.6097910232525,4588.473394933152,4176.110631833004,4197.529103912749,4180.514900445627,4276.68451008822,4580.908247359641,4380.260334927413,1.0
4333.3711540175245,4050.352588918207,4272.501912732471,4150.882344859188,4332.598093554741,4605.621048830429,4055.642669448834,4586.919697741684,4174.264385230362,4195.049849532907,4177.625348317176,4273.96766346104,4576.949797371121,4374.314655682747,1.0
4327.471846196613,4046.785441281987,4270.60810441404,4149.205642929478,4332.256896007538,4605.626273030335,4054.666710500573,4585.664944102518,4172.891713089556,4193.058185957384,4175.047947355034,4271.18080558869,4573.457761217933,4368.256686169975,1.0
